BPE 2016 - Base permanente des équipements : commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 11/07/2016       Géographie au 01/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee, Base permanente des équipements 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code IRIS,Libellé IRIS,COM,Libellé commune ou ARM,Région,Département,Hypermarché,Supermarché,Grande surface de bricolage,Supérette,Epicerie,Boulangerie,Boucherie charcuterie,Produits surgelés,Poissonnerie,Librairie papeterie journaux,Magasin de vêtements,Magasin d'équipements du foyer,Magasin de chaussures,Magasin d'électroménager et de matériel audio-vidéo,Magasin de meubles,Magasin d'articles de sports et de loisirs,Magasin de revêtements murs et sols,Droguerie quincaillerie bricolage,Parfumerie,Horlogerie Bijouterie,Fleuriste,Magasin d'optique,Magasin de matériel médical et orthopédique,Station service
IRIS,LIB_IRIS,COM,LIB_COM,REG,DEP,NB_B101,NB_B102,NB_B103,NB_B201,NB_B202,NB_B203,NB_B204,NB_B205,NB_B206,NB_B301,NB_B302,NB_B303,NB_B304,NB_B305,NB_B306,NB_B307,NB_B308,NB_B309,NB_B310,NB_B311,NB_B312,NB_B313,NB_B315,NB_B316
030950111,Boulaires-Graves-Chambon étendu,03095,Cusset,84,03,1,1,1,1,0,3,0,0,0,1,0,1,0,2,5,1,0,2,2,0,1,1,0,0
03095ZZZZ,Non localisé à l'iris,03095,Cusset,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
031850101,Cite Bretonnie-Chatelet-Favieres-Conches,03185,Montluçon,84,03,1,0,0,0,1,8,4,0,1,6,35,4,6,1,2,2,0,1,5,5,1,6,6,0
031850102,Dienat-Forges,03185,Montluçon,84,03,0,2,0,0,0,3,1,0,0,2,17,4,0,0,0,0,0,1,1,1,5,3,1,0
031850103,Chantoiseau-Faucheroux,03185,Montluçon,84,03,0,3,0,0,1,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
031850104,Fours à Chaux,03185,Montluçon,84,03,0,2,0,1,1,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
031850105,Montcourtais,03185,Montluçon,84,03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
031850106,Ville Gozet,03185,Montluçon,84,03,0,0,0,1,3,7,8,1,0,3,10,0,2,4,1,3,0,1,0,1,2,1,0,0
031850107,Zone Industrielle Blanzat,03185,Montluçon,84,03,1,2,0,0,1,6,1,1,1,3,20,2,2,3,4,6,1,2,1,6,1,4,0,0
031850108,Montgacher-Cordeliers,03185,Montluçon,84,03,0,0,0,0,2,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0
031850109,Chatelard-La Verne-Nerdre,03185,Montluçon,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031850110,Rimard-Marignon,03185,Montluçon,84,03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
031850111,Saint-Jean,03185,Montluçon,84,03,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
031850112,Les Iles-Buffon,03185,Montluçon,84,03,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
031850113,Fontbouillant,03185,Montluçon,84,03,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031850114,La Caserne-Les Guineberts,03185,Montluçon,84,03,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
031850115,Bien Assis,03185,Montluçon,84,03,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031850116,Marais-Villars,03185,Montluçon,84,03,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
031850117,Viviani-Dunlop,03185,Montluçon,84,03,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
03185ZZZZ,Non localisé à l'iris,03185,Montluçon,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
031900101,Centre Historique,03190,Moulins,84,03,0,0,0,0,2,9,2,0,2,8,53,7,12,4,3,2,0,0,5,6,5,9,3,0
031900102,Centre Moderne,03190,Moulins,84,03,0,1,0,0,3,5,2,0,0,2,8,2,0,0,1,2,1,0,0,1,1,1,1,0
031900103,Les Gateaux,03190,Moulins,84,03,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031900104,Quartier Nord,03190,Moulins,84,03,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031900105,Decize Bourgogne,03190,Moulins,84,03,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
031900106,Lyon Gare,03190,Moulins,84,03,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
031900107,Quartier Sud Zone 1,03190,Moulins,84,03,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
031900108,Quartier Sud Zone 2,03190,Moulins,84,03,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,1,2,3,3,0,0
031900109,La Madeleine,03190,Moulins,84,03,0,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
03190ZZZZ,Non localisé à l'iris,03190,Moulins,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
033100101,Hotel de Ville,03310,Vichy,84,03,0,1,0,0,8,8,4,0,0,5,41,6,8,0,2,3,1,3,1,3,4,5,5,0
033100102,Marche,03310,Vichy,84,03,0,0,0,1,8,4,9,0,2,4,6,0,1,2,0,2,0,0,4,1,2,3,2,0
033100103,Deniere Les Romains,03310,Vichy,84,03,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
033100104,Les Garets-Bellevue,03310,Vichy,84,03,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033100105,France et Rosieres,03310,Vichy,84,03,0,0,0,1,1,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0
033100106,Thermal-Vieux-Vican,03310,Vichy,84,03,1,0,0,0,4,9,1,0,0,8,73,14,12,2,2,2,1,0,5,11,2,6,0,0
033100107,Les Bains-Republique,03310,Vichy,84,03,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
033100108,Jeanne d'Arc-Stade,03310,Vichy,84,03,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
033100109,Les Ailes,03310,Vichy,84,03,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0
033100110,Beausejour-Les Graves-Les Bartins,03310,Vichy,84,03,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
03310ZZZZ,Non localisé à l'iris,03310,Vichy,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
033210101,Centre Ville,03321,Yzeure,84,03,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
033210102,Bellevue Les Ozieres,03321,Yzeure,84,03,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
033210103,Bataillots,03321,Yzeure,84,03,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033210104,Saint-Bonnet,03321,Yzeure,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033210105,Zone Verte,03321,Yzeure,84,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033210106,Zone Industrielle,03321,Yzeure,84,03,0,0,2,0,1,1,1,2,0,1,3,3,3,2,5,1,2,1,0,0,1,0,1,0
03321ZZZZ,Non localisé à l'iris,03321,Yzeure,84,03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
040700101,Les Arches,04070,Digne-les-Bains,93,04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
040700102,Les Dourbes,04070,Digne-les-Bains,93,04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
040700103,Peripherie Ouest,04070,Digne-les-Bains,93,04,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
040700104,La Sebe,04070,Digne-les-Bains,93,04,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
040700105,Route de Marseille,04070,Digne-les-Bains,93,04,1,2,2,0,0,2,3,1,0,3,11,3,3,2,4,5,1,2,1,2,1,2,3,0
040700106,Route de Nice,04070,Digne-les-Bains,93,04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
040700107,Centre Ville,04070,Digne-les-Bains,93,04,0,1,0,0,7,9,6,0,1,3,20,2,7,2,0,2,0,2,3,4,3,4,4,0
040700108,Ville Nord,04070,Digne-les-Bains,93,04,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
04070ZZZZ,Non localisé à l'iris,04070,Digne-les-Bains,93,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
041120101,Manosque Intra-Muros,04112,Manosque,93,04,0,0,0,1,7,7,5,0,1,4,32,2,5,3,0,0,0,0,6,4,0,2,0,0
041120102,La Burliere Luquece,04112,Manosque,93,04,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
041120103,Temps Perdu La Trinque,04112,Manosque,93,04,0,1,0,1,4,3,2,0,0,4,19,5,4,0,1,2,1,2,2,0,3,7,7,0
041120104,Les Chauvinets,04112,Manosque,93,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041120105,Seminaire Colombier,04112,Manosque,93,04,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
041120106,Montee des Richesses Saint-Lazare,04112,Manosque,93,04,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
041120107,Les Ponches Les Naves,04112,Manosque,93,04,0,2,0,0,1,4,2,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,1,0
041120108,Saint-Pancrace Les Serrets,04112,Manosque,93,04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
041120109,Peripherie,04112,Manosque,93,04,1,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0
041120110,Zi Saint-Joseph,04112,Manosque,93,04,1,1,1,0,0,3,1,1,0,0,9,2,2,2,2,2,1,3,2,0,4,2,1,0
04112ZZZZ,Non localisé à l'iris,04112,Manosque,93,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
050230101,Briancon Vauban,05023,Briançon,93,05,0,0,0,0,3,2,1,0,0,4,5,6,0,0,0,1,0,1,0,2,0,0,0,0
050230102,Grande Boucle,05023,Briançon,93,05,1,0,1,0,2,1,0,0,0,3,5,0,2,2,0,9,0,0,1,2,0,1,0,0
050230103,Republique-Sainte Catherine,05023,Briançon,93,05,1,1,0,0,0,6,3,0,1,2,9,4,3,0,2,3,0,0,1,1,2,4,2,0
050230104,Briancon Nord,05023,Briançon,93,05,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
050230105,Briancon Sud,05023,Briançon,93,05,0,1,1,0,1,3,2,0,0,0,4,0,1,2,3,5,0,0,0,0,2,1,1,0
05023ZZZZ,Non localisé à l'iris,05023,Briançon,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
050610101,Gap Centre,05061,Gap,93,05,0,0,0,1,2,13,6,0,0,3,52,4,14,0,0,6,0,3,12,5,4,4,3,0
050610102,Couronne,05061,Gap,93,05,0,1,0,1,0,5,2,0,0,2,15,3,5,1,1,4,0,1,1,2,3,7,1,0
050610103,Puymaure Chabanas,05061,Gap,93,05,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
050610104,Peripherie Nord,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
050610105,La Gare,05061,Gap,93,05,0,1,1,0,0,1,2,0,0,1,2,1,0,2,1,3,0,1,0,0,0,0,0,0
050610106,Rochasson Bonneval,05061,Gap,93,05,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
050610107,Villarobert Saint-Michel,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
050610108,Les Fauvins Treschatel,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050610109,Saint-Marguerite Saint-Jean,05061,Gap,93,05,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
050610110,Molines,05061,Gap,93,05,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
050610111,Beauregard,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
050610112,Villeneuve,05061,Gap,93,05,0,0,0,0,1,3,1,0,0,1,1,0,0,1,3,0,0,1,0,0,1,0,2,0
050610113,Serrebourges Fontreyne,05061,Gap,93,05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
050610114,Belleaureille Saint-Roch,05061,Gap,93,05,0,1,1,0,0,3,0,0,0,2,0,0,0,1,3,1,0,1,0,1,1,0,0,0
050610115,Les Cedres Tournefave,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050610116,Les Essagnieres,05061,Gap,93,05,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
050610117,Les Fauvins Tokoro,05061,Gap,93,05,2,3,2,1,0,3,2,2,0,2,8,6,6,2,4,6,0,2,2,2,5,4,1,0
050610119,Bayard,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
050610201,Romette Commune Associee,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05061ZZZZ,Non localisé à l'iris,05061,Gap,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
060040101,Les Trois Moulins,06004,Antibes,93,06,1,1,3,0,1,2,3,1,0,1,16,5,4,2,8,11,0,3,3,3,2,3,0,0
060040102,Les Semboules,06004,Antibes,93,06,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
060040103,Le Cap,06004,Antibes,93,06,0,0,0,2,3,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0
060040104,Les Cougoulins-Rastines,06004,Antibes,93,06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0
060040105,La Constance-Le Puy,06004,Antibes,93,06,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0
060040106,Les Groules-Les Breguieres,06004,Antibes,93,06,0,0,0,2,1,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0
060040107,Azurville-Val Claret,06004,Antibes,93,06,0,0,0,5,3,7,1,0,0,2,1,0,0,1,2,2,0,0,0,0,1,1,0,0
060040108,La Fontonne,06004,Antibes,93,06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
060040109,Les Combes,06004,Antibes,93,06,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
060040110,Rabiac-La Paganne,06004,Antibes,93,06,0,1,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0
060040111,La Colle,06004,Antibes,93,06,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
060040112,Les Prugnons,06004,Antibes,93,06,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060040113,Port Vauban,06004,Antibes,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060040114,Lagare,06004,Antibes,93,06,0,0,0,1,2,1,3,0,0,1,3,0,1,0,2,12,1,1,2,0,1,0,0,0
060040115,Vieille Ville,06004,Antibes,93,06,0,1,0,1,10,6,5,0,4,5,66,18,14,0,0,9,0,1,3,6,4,4,1,0
060040116,Les Bastides,06004,Antibes,93,06,0,1,0,1,0,3,2,0,0,1,1,0,0,0,2,1,0,1,0,0,1,0,0,0
060040117,Fontmerle,06004,Antibes,93,06,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
060040118,Laval,06004,Antibes,93,06,0,0,0,0,3,5,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
060040119,l'Estagnol,06004,Antibes,93,06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
060040120,Saint-Jean,06004,Antibes,93,06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
060040121,La Badine,06004,Antibes,93,06,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
060040122,Saint-Maymes-Lauvert,06004,Antibes,93,06,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0
060040123,Place de Gaulle,06004,Antibes,93,06,0,4,0,0,2,10,4,0,1,10,45,1,5,7,6,2,0,2,6,4,5,11,8,0
060040124,Ponteil,06004,Antibes,93,06,0,0,0,1,8,5,5,0,1,3,4,1,0,0,3,3,0,0,0,2,1,1,0,0
060040125,Juan Les Pins-Gallice,06004,Antibes,93,06,0,2,0,5,4,8,15,1,2,5,121,5,13,2,3,1,1,1,8,6,3,4,1,0
060040126,Pont du Lys-Antibes Les Pins,06004,Antibes,93,06,0,3,0,1,6,5,3,1,0,3,21,3,0,0,1,3,0,1,1,0,3,0,2,0
06004ZZZZ,Non localisé à l'iris,06004,Antibes,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
060120101,Beausoleil Superieur,06012,Beausoleil,93,06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060120102,Tenao Inferieur,06012,Beausoleil,93,06,0,1,0,0,4,6,2,1,0,0,6,0,0,1,0,1,0,0,1,0,0,1,0,0
060120103,Moneghetti Ouest,06012,Beausoleil,93,06,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
060120104,Moneghetti Est,06012,Beausoleil,93,06,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0
060120105,Centre,06012,Beausoleil,93,06,0,0,0,1,3,4,1,0,0,5,6,0,1,0,1,1,0,1,1,1,0,3,1,0
06012ZZZZ,Non localisé à l'iris,06012,Beausoleil,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
060270101,Le Centre-Le Haut de Cagnes,06027,Cagnes-sur-Mer,93,06,0,2,0,3,4,8,6,1,2,4,25,2,3,0,1,2,0,1,3,2,1,4,2,0
060270102,La Gare,06027,Cagnes-sur-Mer,93,06,0,0,1,0,3,5,2,0,0,0,3,0,1,0,0,2,0,1,0,2,2,1,1,0
060270103,l'Hubac,06027,Cagnes-sur-Mer,93,06,0,0,0,0,1,3,1,0,0,1,3,1,2,0,0,0,0,1,0,0,3,0,3,0
060270104,Saint-Jean,06027,Cagnes-sur-Mer,93,06,0,1,1,0,1,4,1,0,0,1,42,4,2,1,1,1,1,2,7,4,4,1,1,0
060270105,Saint-Veran,06027,Cagnes-sur-Mer,93,06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0
060270106,Hippodrome,06027,Cagnes-sur-Mer,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060270107,Juin-Kennedy,06027,Cagnes-sur-Mer,93,06,0,0,0,2,1,6,2,0,1,4,13,5,0,3,2,2,0,4,2,4,2,5,1,0
060270108,Le Cros de Cagnes,06027,Cagnes-sur-Mer,93,06,0,1,0,0,1,1,0,0,1,2,2,2,0,0,4,1,0,2,0,0,2,1,0,0
060270109,Les Vespins,06027,Cagnes-sur-Mer,93,06,0,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0
060270110,Breguieres Sud,06027,Cagnes-sur-Mer,93,06,0,1,0,0,0,2,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0
060270111,Breguieres Nord,06027,Cagnes-sur-Mer,93,06,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
060270112,Le Nord-Est,06027,Cagnes-sur-Mer,93,06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0
060270113,Les Gros Buaux,06027,Cagnes-sur-Mer,93,06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060270114,Les Colettes,06027,Cagnes-sur-Mer,93,06,0,0,0,1,3,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0
060270115,Le Nord-Ouest,06027,Cagnes-sur-Mer,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
060270116,Le Village du Cros,06027,Cagnes-sur-Mer,93,06,0,0,0,1,3,6,2,0,1,1,0,1,3,0,0,3,0,1,1,1,1,1,0,0
060270117,Rn7,06027,Cagnes-sur-Mer,93,06,0,0,1,0,1,0,2,1,0,0,3,0,0,0,1,1,0,0,0,0,1,1,0,0
06027ZZZZ,Non localisé à l'iris,06027,Cagnes-sur-Mer,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
060290101,Moure Rouge,06029,Cannes,93,06,0,0,0,2,4,2,2,0,2,1,1,0,0,0,3,12,0,1,0,2,2,1,0,0
060290102,La Source,06029,Cannes,93,06,0,0,0,2,5,3,3,0,0,1,0,1,0,0,4,1,0,0,1,1,2,0,0,0
060290103,La Californie,06029,Cannes,93,06,0,1,0,1,0,1,1,1,0,2,4,1,0,0,1,2,0,0,0,1,4,1,0,0
060290104,Montfleury,06029,Cannes,93,06,0,1,0,0,1,3,1,0,0,1,4,1,0,0,2,2,0,1,1,1,0,0,0,0
060290105,La Peyriere,06029,Cannes,93,06,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0
060290106,Terrefial,06029,Cannes,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
060290107,Camp Long,06029,Cannes,93,06,0,0,0,0,2,2,0,0,0,0,3,3,0,1,1,1,1,1,2,1,0,0,1,0
060290108,Carnot,06029,Cannes,93,06,0,2,0,1,5,2,5,0,0,3,2,1,1,0,1,2,0,0,0,1,0,1,0,0
060290109,Saint-Nicolas,06029,Cannes,93,06,0,1,1,0,7,5,4,1,1,2,13,5,0,3,3,0,0,3,6,3,1,0,1,0
060290110,Gare,06029,Cannes,93,06,0,0,0,4,9,18,6,0,2,10,117,15,18,4,19,7,2,7,10,20,6,8,8,0
060290111,Croisette-Palm-Beach,06029,Cannes,93,06,0,1,0,0,8,6,0,0,1,8,245,6,43,5,8,9,4,2,12,49,1,6,2,0
060290112,Petit-Juas,06029,Cannes,93,06,0,0,0,2,4,4,1,0,0,2,6,3,2,3,3,2,0,0,0,1,0,2,1,0
060290113,Vallergues,06029,Cannes,93,06,0,0,0,1,2,4,0,0,1,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0
060290114,Broussailles,06029,Cannes,93,06,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
060290115,Tassigny,06029,Cannes,93,06,0,0,0,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0
060290116,Stanislas,06029,Cannes,93,06,0,0,0,1,4,7,8,1,0,0,21,2,1,6,1,2,0,2,2,2,0,0,1,0
060290117,Le Vieux Port-Les Iles,06029,Cannes,93,06,0,1,0,0,8,8,1,0,1,5,29,3,4,0,4,6,0,2,5,4,1,5,0,0
060290118,Le Grand Jas,06029,Cannes,93,06,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
060290119,Le Riou,06029,Cannes,93,06,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
060290120,Croix des Gardes,06029,Cannes,93,06,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
060290121,Pierre Longue,06029,Cannes,93,06,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
060290122,Font de Veyre,06029,Cannes,93,06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
060290123,Saint-Joseph,06029,Cannes,93,06,0,1,0,1,2,3,2,0,1,1,2,1,0,1,0,2,0,1,0,1,2,1,3,0
060290124,Saint-Cassien-Bastide Rouge,06029,Cannes,93,06,0,1,0,0,0,3,0,0,0,0,3,3,1,0,11,3,1,0,1,0,1,1,0,0
060290125,Bocca Centre,06029,Cannes,93,06,0,0,0,1,4,4,4,1,0,1,8,1,1,2,2,1,0,0,1,1,1,5,1,0
060290126,Les Muriers,06029,Cannes,93,06,0,2,0,0,0,0,3,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
060290127,Le Plan,06029,Cannes,93,06,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
060290128,Colline des Puits,06029,Cannes,93,06,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
060290130,Ranguin,06029,Cannes,93,06,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,2,1,1,1,0,0
060290131,Le Grand Saule,06029,Cannes,93,06,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
060290132,Pont d'Avril-L'abadie,06029,Cannes,93,06,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
06029ZZZZ,Non localisé à l'iris,06029,Cannes,93,06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9
